,language,overview,release_date,runtime,title,vote_average,vote_count,company,country,director,genre,star,writer
72,en,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",2009-08-04,118.0,G.I. Joe: The Rise of Cobra,5.6,1962,Paramount Pictures,USA,Stephen Sommers,Action,Dennis Quaid,Stuart Beattie
73,en,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",2015-06-09,94.0,Inside Out,8.0,6560,Pixar Animation Studios,USA,Pete Docter,Animation,Amy Poehler,Pete Docter
74,en,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",2016-04-07,106.0,The Jungle Book,6.7,2892,Fairview Entertainment,UK,Jon Favreau,Adventure,Neel Sethi,Justin Marks
75,en,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",2010-04-28,124.0,Iron Man 2,6.6,6849,Paramount Pictures,USA,Jon Favreau,Action,Robert Downey Jr.,Justin Theroux
76,en,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",2012-05-30,127.0,Snow White and the Huntsman,5.8,3118,Roth Films,USA,Rupert Sanders,Action,Kristen Stewart,Evan Daugherty
77,en,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",2014-05-28,97.0,Maleficent,7.0,4496,Roth Films,USA,Robert Stromberg,Action,Angelina Jolie,Linda Woolverton
78,en,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",2014-06-26,130.0,Dawn of the Planet of the Apes,7.3,4410,Chernin Entertainment,USA,Matt Reeves,Action,Gary Oldman,Mark Bomback
79,en,"Based on the original 1941 movie from Japan, and from ancient Japan’s most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born.  Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of the 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors.",2013-12-06,119.0,47 Ronin,5.9,1326,H2F Entertainment,USA,Carl Rinsch,Action,Keanu Reeves,Chris Morgan
80,en,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",2014-03-20,136.0,Captain America: The Winter Soldier,7.6,5764,Marvel Entertainment,USA,Anthony Russo,Action,Chris Evans,Christopher Markus
81,en,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",2010-05-16,93.0,Shrek Forever After,6.0,1959,DreamWorks Animation,USA,Mike Mitchell,Animation,Mike Myers,William Steig
82,en,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",2015-05-19,130.0,Tomorrowland,6.2,2846,Walt Disney Pictures,USA,Brad Bird,Action,George Clooney,Damon Lindelof
83,en,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",2014-10-24,102.0,Big Hero 6,7.8,6135,FortyFour Studios,USA,Don Hall,Animation,Ryan Potter,Jordan Roberts
84,en,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",2012-11-01,108.0,Wreck-It Ralph,7.1,4570,Walt Disney Animation Studios,USA,Rich Moore,Animation,John C. Reilly,Rich Moore
85,en,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",2004-11-10,100.0,The Polar Express,6.4,1474,Castle Rock Entertainment,USA,Robert Zemeckis,Animation,Tom Hanks,Chris Van Allsburg
86,en,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",2016-06-22,120.0,Independence Day: Resurgence,4.9,2491,Twentieth Century Fox Film Corporation,USA,Roland Emmerich,Action,Liam Hemsworth,Nicolas Wright
87,en,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",2010-03-05,98.0,How to Train Your Dragon,7.5,4227,DreamWorks Animation,USA,Dean DeBlois,Animation,Jay Baruchel,William Davies
88,en,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",2003-07-02,109.0,Terminator 3: Rise of the Machines,5.9,2143,C-2 Pictures,USA,Jonathan Mostow,Action,Arnold Schwarzenegger,James Cameron
89,en,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",2014-07-30,121.0,Guardians of the Galaxy,7.9,9742,Marvel Studios,USA,James Gunn,Action,Chris Pratt,James Gunn
90,en,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,2014-11-05,169.0,Interstellar,8.1,10867,Paramount Pictures,USA,Christopher Nolan,Adventure,Matthew McConaughey,Jonathan Nolan
91,en,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010-07-14,148.0,Inception,8.1,13752,Warner Bros.,USA,Christopher Nolan,Action,Leonardo DiCaprio,Christopher Nolan
92,ja,"From the mind behind Evangelion comes a hit larger than life.  When a massive, gilled monster emerges from the deep and tears through the city, the government scrambles to save its citizens.  A rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower.  But time is not on their side - the greatest catastrophe to ever befall the world is about to evolve right before their very eyes.",2016-07-29,120.0,Shin Godzilla,6.5,143,Cine Bazar,Japan,Hideaki Anno,Action,Hiroki Hasegawa,Hideaki Anno
93,en,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",2012-11-26,169.0,The Hobbit: An Unexpected Journey,7.0,8297,New Line Cinema,USA,Peter Jackson,Adventure,Martin Freeman,Fran Walsh
94,en,"Domenic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.",2001-06-22,106.0,The Fast and the Furious,6.6,3428,Universal Pictures,USA,Rob Cohen,Action,Vin Diesel,Ken Li
